[asn.txt]                                        2017-02-24 02:05:05Z

This file contains a list of autonomous system numbers and names of all
registered ASNs.  The column on the right below contains the ARIN
database "handle" of the technical, abuse or NOC contacts for the ASN.
Additional information may be obtained about any of the ASN contacts
in this list by querying the ARIN WHOIS server.  For questions or updates
on this information please contact the ARIN Registration Services Hostmaster
staff, HOSTMASTER@ARIN.NET.

AS Number               AS Name                                            POC Handles
 22323                   UNIVERSITY-OF-CALIFORNIA-MERCED                    UMNOC1-ARIN (NOC), JHI136-ARIN (Tech), JHI136-ARIN (Admin), UMA2-ARIN (Abuse)
 22324                   XTEL                                               NOC3525-ARIN (NOC), DNSAD106-ARIN (Admin), NOC3525-ARIN (Tech), NOC3525-ARIN (Abuse), ZX11-ARIN (Tech)
 22325                   COLOCENTRAL                                        HBA3-ARIN (Admin), SPAM-ARIN (Abuse), SPAM-ARIN (Tech)
 22326                   DRHORTON                                           HEEPN-ARIN (Abuse), HEEPN-ARIN (Admin), HEEPN-ARIN (Tech)
 22327                   CIMATELECOM2                                       LHE60-ARIN (Tech), CTIR-ARIN (Admin), TORRE4-ARIN (Tech), CTIR-ARIN (Abuse), CTIR-ARIN (NOC)
 22328                   CSHS                                               SS1752-ARIN (Admin), SS1752-ARIN (Tech), SS1752-ARIN (Abuse)
 22329                   BAYMOUNTAIN                                        ZP63-ARIN (NOC), NETWO1470-ARIN (Tech), NETWO1470-ARIN (Admin), ABUSE1522-ARIN (Abuse)
 22330                   CATALINAMKT                                        SECUR14-ARIN (Abuse), SJR3-ARIN (Admin), JY245-ARIN (Tech), COMPU7-ARIN (NOC)
 22331                   NEWBROOK-CAPITAL-ADVISORS-LP                       RNOC-ARIN (Tech), RNOC-ARIN (Abuse), RNOC-ARIN (Admin), RNOC-ARIN (NOC)
 22332                   WDC-US                                             NETWO3991-ARIN (NOC), NETWO3991-ARIN (Admin), NETWO3991-ARIN (Abuse), NETWO3991-ARIN (Tech), KP478-ARIN (Tech)
 22333                   DATACONSTRUCTS                                     CKN23-ARIN (Admin), CKN23-ARIN (Tech), JP1379-ARIN (Abuse), JP1379-ARIN (Tech)
 22334                   FERGUSON                                           WANEN3-ARIN (Tech), JD1390-ARIN (Tech), JD1390-ARIN (Admin), JD1390-ARIN (Abuse)
 22335                   MREN                                               LW26-ARIN (Abuse), LW26-ARIN (Tech), LW26-ARIN (Admin), TW1261-ARIN (Tech)
 22336                   PELLA                                              COMMU8-ARIN (Admin), COMMU8-ARIN (Tech), COMMU8-ARIN (Abuse), COMMU8-ARIN (NOC)
 22337                   DTBNET                                             NETWO6592-ARIN (Tech), NETWO6591-ARIN (Admin), ABUSE4605-ARIN (Abuse)
 22338                   MBTRADING1                                         BB939-ARIN (Tech), BB939-ARIN (Abuse), BB939-ARIN (Admin)
 22339                   CFCU                                               JRC40-ARIN (Abuse), JRC40-ARIN (NOC), RSE61-ARIN (Abuse), RSE61-ARIN (Admin), RSE61-ARIN (Tech), JRC40-ARIN (Tech), INFOR151-ARIN (Abuse), INFOR151-ARIN (Tech), INFOR151-ARIN (NOC)
 22340                   ACTIONTEC                                          JC2441-ARIN (Abuse), JC2441-ARIN (Tech), JC2441-ARIN (Admin)
 22341                   LACNIC-22341                                       LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 22342                   TCMC                                               MDS52-ARIN (NOC), SMZ2-ARIN (Tech), MDS52-ARIN (Tech), MDS52-ARIN (Abuse), SMZ2-ARIN (NOC), SMZ2-ARIN (Abuse), MDS52-ARIN (Admin), KEARN7-ARIN (Tech), CAMAC1-ARIN (Tech)
 22343                   TELESPHERE-NETWORKS                                ENGIN111-ARIN (Tech), BYERS6-ARIN (Admin), ABUSE2160-ARIN (Abuse), BYERS6-ARIN (Tech), NOC2068-ARIN (NOC)
 22344                   ABC-SUPPLY-CO                                      KREBS3-ARIN (Tech), KREBS3-ARIN (Admin), KREBS3-ARIN (Abuse), KREBS3-ARIN (NOC)
 22345                   SOLIX-INC                                          ADMIN767-ARIN (Tech), ADMIN767-ARIN (Admin), ADMIN767-ARIN (Abuse)
 22346                   NRZ-NETWORK                                        RD838-ARIN (Tech), ABUSE756-ARIN (Abuse), IPADM192-ARIN (Admin)
 22347                   DORSEY-WHITNEY                                     INTER7-ARIN (Admin), INTER7-ARIN (Abuse), INTER7-ARIN (Tech), INTER7-ARIN (NOC), INTER8-ARIN (Tech)
 22348                   GSB-COM                                            ADMIN868-ARIN (Admin), ADMIN868-ARIN (Tech), ADMIN868-ARIN (Abuse)
 22349                   ASN-DCSCORP                                        SHO92-ARIN (Tech), SHO92-ARIN (Admin), SHO92-ARIN (Abuse), HELPD47-ARIN (NOC)
 22350                   ECMD                                               MISDE13-ARIN (Admin), MISDE13-ARIN (Abuse), MISDE13-ARIN (Tech), MISDE13-ARIN (NOC)
 22351                   INTELSAT-1                                         INTEL11-ARIN (Abuse), LV109-ARIN (Abuse), RDP15-ARIN (Tech), INTEL11-ARIN (Tech), LV109-ARIN (Tech), LV109-ARIN (Admin), STAND13-ARIN (Tech), MIHOK-ARIN (Tech), ZP65-ARIN (Abuse), ZP65-ARIN (Tech), ZP65-ARIN (NOC)
 22352                   APPLIED-TECHNOLOGY                                 RHS25-ARIN (Tech), LBA30-ARIN (Admin), RHS25-ARIN (Abuse), RHS25-ARIN (NOC)
 22353                   TAYLOR-LINK1                                       JC2442-ARIN (Tech), JC2442-ARIN (Abuse), JC2442-ARIN (Admin)
 22354-22355             AFRINIC-ASNBLOCK-22354                             GENER11-ARIN (Tech), GENER11-ARIN (Abuse), GENER11-ARIN (Admin)
 22356                   LACNIC-22356                                       LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 22357                   HDL                                                EDING2-ARIN (Abuse), EDING2-ARIN (Tech), EDING2-ARIN (NOC), EDING2-ARIN (Admin), NOC11743-ARIN (Abuse), NOC11743-ARIN (NOC), NOC11743-ARIN (Tech)
 22358                   KRAMER-WILSON                                      WM295-ARIN (Admin), WM295-ARIN (Abuse), WM295-ARIN (Tech)
 22359                   TTP                                                PBC-ARIN (Abuse), PBC-ARIN (Tech), PBC-ARIN (Admin), PBC-ARIN (NOC)
 22360                   ASN-GCAL-2                                         ASNAD7-ARIN (Admin), WT27-ARIN (Tech), ASNAD7-ARIN (Abuse), WT27-ARIN (Abuse)
 22361                   BWL                                                NOC2390-ARIN (Abuse), PD238-ARIN (Admin), NOC2390-ARIN (Tech)
 22362                   GLOBALTELLINK-HNSS                                 DIREC17-ARIN (NOC), BLJ2-ARIN (Admin), DIREC17-ARIN (Abuse), NOH2-ARIN (Tech), DIREC17-ARIN (Tech), NOH2-ARIN (NOC), BLJ2-ARIN (Tech)
 22363                   PHMGMT-AS1                                         PMA194-ARIN (Admin), PMN1-ARIN (Tech), PMN1-ARIN (Abuse), PMN1-ARIN (NOC)
 22364                   AS-22364                                           MRU44-ARIN (Admin), RJR38-ARIN (Tech), NOC3001-ARIN (Tech), SOSAM5-ARIN (Tech), NOC3001-ARIN (Abuse)
 22365                   DIGITAL-RIVER                                      NOC1937-ARIN (Abuse), HOSTM14-ARIN (Tech), HOSTM14-ARIN (Admin), NOC1937-ARIN (Tech), HOSTM14-ARIN (Abuse), NOC1937-ARIN (NOC)
 22366                   FLANDERS                                           BASHA11-ARIN (Tech), BASHA11-ARIN (Abuse), BASHA11-ARIN (NOC), BASHA11-ARIN (Admin)
 22367                   JCOM-4                                             HOSTM920-ARIN (Admin), HOSTM920-ARIN (Abuse), HOSTM920-ARIN (Tech), IPADM593-ARIN (Tech)
 22368                   LACNIC-22368                                       LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 22369                   ACE-CASH                                           ST640-ARIN (Admin), ST640-ARIN (Abuse), ST640-ARIN (Tech)
 22370                   FG1                                                LINGL2-ARIN (Abuse), LINGL2-ARIN (Tech), LINGL2-ARIN (NOC), ALE15-ARIN (Admin)
 22371                   LACNIC-22371                                       LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 22372                   HIAA-NS                                            MPL57-ARIN (Admin), MPL57-ARIN (NOC), MPL57-ARIN (Abuse), MPL57-ARIN (Tech)
 22373                   PEGS                                               BERGA13-ARIN (Tech), BERGA13-ARIN (Abuse), BERGA13-ARIN (NOC), THIMM1-ARIN (Tech), BERGA13-ARIN (Admin)
 22374                   RCSACCESS-DUSON                                    KJD5-ARIN (NOC), KJD5-ARIN (Abuse), KJD5-ARIN (Tech), KJD5-ARIN (Admin), JGB24-ARIN (NOC), JGB24-ARIN (Abuse), JGB24-ARIN (Tech)
 22375                   CREDCO                                             SUNWI-ARIN (Admin), SUNWI-ARIN (Abuse), SUNWI-ARIN (Tech), SUNWI-ARIN (NOC)
 22376                   GOODTECH-CORP                                      ZULUE-ARIN (Tech), ZULUE-ARIN (Admin), GTNO-ARIN (NOC), GTA41-ARIN (Abuse)
 22378                   MATRIXCONSULTINGCOLA                               LM864-ARIN (Admin), LM864-ARIN (Tech), LM864-ARIN (Abuse)
 22379                   MANIFOLD                                           SERVI221-ARIN (Tech), NETWO2564-ARIN (NOC), NETWO2564-ARIN (Admin), ABUSE3866-ARIN (Abuse)
 22380                   PULLMAN-COMLEY-LLC                                 VSQ-ARIN (Tech), VSQ-ARIN (Admin), VSQ-ARIN (Abuse)
 22381-22382             LACNIC-22381                                       LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 22383                   LAS-VEGAS-SUN                                      TECHN1039-ARIN (NOC), ABUSE3013-ARIN (Abuse), DOMAI227-ARIN (Admin), TECHN1039-ARIN (Tech)
 22384                   NATIONALNET-1                                      NNO76-ARIN (NOC), IA88-ARIN (Admin), NAC69-ARIN (Abuse), IA88-ARIN (Tech)
 22385                   JMS-ASN                                            MITCH8-ARIN (NOC), MITCH8-ARIN (Abuse), SMB40-ARIN (Tech), SMB40-ARIN (NOC), SMB40-ARIN (Abuse), MITCH8-ARIN (Tech), SMB40-ARIN (Admin)
 22386                   AFRINIC-ASNBLOCK-22386                             GENER11-ARIN (Tech), GENER11-ARIN (Abuse), GENER11-ARIN (Admin)
 22388                   TRANSPAC                                           BS69-ARIN (Tech), WALLA72-ARIN (Admin), INDIA-ARIN (Abuse), DBH19-ARIN (Tech)
 22389                   ONTONOGANTELEPHONECO                               RG77-ARIN (Tech), RG77-ARIN (Abuse), RG77-ARIN (Admin)
 22390                   XEROX-WB                                           XH4-ARIN (Admin), XH4-ARIN (Tech), XH4-ARIN (Abuse)
 22391                   BCIS-BEXAR-COUNTY-INFORMATION-SERVICES             GSA46-ARIN (Tech), GSA46-ARIN (Admin), GSA46-ARIN (Abuse)
 22392                   ACS-GRM-DALLAS                                     JMS192-ARIN (Tech), AAA64-ARIN (NOC), AAA64-ARIN (Tech), JMS192-ARIN (Abuse), NETWO3877-ARIN (Admin)
 22393                   HRM-ASN                                            ATS29-ARIN (Tech), AAS80-ARIN (Admin), AAS79-ARIN (Abuse)
 22394                   CELLCO                                             ABUSE716-ARIN (Abuse), NDBM-ARIN (Tech), MGE16-ARIN (Admin)
 22395                   TORNADOCOMP                                        GRUNS2-ARIN (NOC), GRUNS2-ARIN (Admin), GRUNS2-ARIN (Tech), GRUNS2-ARIN (Abuse)
 22396                   LANVERA                                            JPA249-ARIN (NOC), JPA249-ARIN (Abuse), JB188-ARIN (Admin), LEP1-ARIN (Tech), JPA249-ARIN (Tech)
 22397                   COASTALSIERRA                                      ADMIN2962-ARIN (Abuse), ADMIN2962-ARIN (Tech), ADMIN2962-ARIN (Admin), ADMIN2962-ARIN (NOC)
 22398                   NT-T                                               PENNE7-ARIN (NOC), JJK11-ARIN (NOC), JJK11-ARIN (Admin), PENNE7-ARIN (Tech), JJK11-ARIN (Abuse), JJK11-ARIN (Tech), ADM309-ARIN (NOC), ADM309-ARIN (Abuse), ADM309-ARIN (Tech)
 22399                   COBA-1                                             JOR50-ARIN (Abuse), JOR50-ARIN (Tech), JOR50-ARIN (Admin)
 22400                   SIMPLELINK                                         SUPPO1493-ARIN (Tech), SUPPO1493-ARIN (Admin), SUPPO1493-ARIN (NOC), SUPPO1493-ARIN (Abuse)
 22402                   NEXTCO-AS                                          ELA60-ARIN (Admin), VONHE-ARIN (Tech), NETWO3446-ARIN (Abuse), MNI19-ARIN (Tech), MNI19-ARIN (NOC), MNI19-ARIN (Abuse)
 22403                   TRINICOM                                           KC647-ARIN (Abuse), KC647-ARIN (Admin), KC647-ARIN (Tech)
 22404                   NUCLEUS-INC-2                                      NOC11216-ARIN (Abuse), NOC11216-ARIN (Tech), 2NOC-ARIN (Admin), NOC11216-ARIN (NOC)
 22405                   WJCS845                                            VSA20-ARIN (Abuse), VSA20-ARIN (Tech), VSA20-ARIN (Admin)
 22406                   HARTEHANKSDIRECT                                   ARINC46-ARIN (Abuse), ARINC46-ARIN (Tech), MCFAR11-ARIN (Admin), ARINC46-ARIN (NOC)
 22407                   LACNIC-22407                                       LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 22408                   WKNET                                              JGR75-ARIN (Admin), DC716-ARIN (Tech), DC716-ARIN (Abuse)
 22409                   LACKAWAXEN-TELECOMMUNICATIONS-SERVICES-INC         GD500-ARIN (Abuse), GD500-ARIN (Admin), GD500-ARIN (Tech)
 22410                   AS22410                                            NWIPS-ARIN (Tech), NWIPS-ARIN (Admin), NWIPS-ARIN (Abuse), NWIPS-ARIN (NOC)
 22411                   LACNIC-22411                                       LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 22412                   APL-69-ARIN                                        FRENC-ARIN (Abuse), FRENC-ARIN (Tech), FRENC-ARIN (Admin), FRENC-ARIN (NOC)
 22414                   CRAIGS-NET-1                                       ES711-ARIN (Admin), NETWO3109-ARIN (Abuse), NETWO3109-ARIN (Tech), ES711-ARIN (NOC), ES711-ARIN (Tech)
 22415                   AVANTWIRELESS                                      RA210-ARIN (Tech), RA210-ARIN (NOC), RA210-ARIN (Admin), RA210-ARIN (Abuse)
 22417                   NYCM-FIRE-CO                                       BFR38-ARIN (Tech), PNO14-ARIN (Abuse), JAX1-ARIN (Admin), WAR16-ARIN (Abuse), PNO14-ARIN (Tech), BFR38-ARIN (Abuse), WAR16-ARIN (Tech)
 22418                   COLOG                                              NOC12042-ARIN (Tech), NOC12042-ARIN (Admin), ABUSE3333-ARIN (Abuse)
 22419                   ACNINC-01                                          MJM65-ARIN (Abuse), MJM65-ARIN (NOC), MJM65-ARIN (Tech), MJM65-ARIN (Admin)
 22420                   RWNY-AS                                            LKO34-ARIN (Tech), LKO34-ARIN (NOC), LKO34-ARIN (Admin), LKO34-ARIN (Abuse)
 22421                   TCC01                                              DMD8-ARIN (Tech), DMD8-ARIN (NOC), DMD8-ARIN (Admin), DMD8-ARIN (Abuse)
 22422                   BOARD-OF-ELECTIONS-IN-THE-CITY-OF-NEW-YORK         NAUDU-ARIN (Admin), YUYI-ARIN (NOC), YUYI-ARIN (Tech), YUYI-ARIN (Abuse)
 22423                   ALTIMA-TELECOM                                     YANGF-ARIN (Admin), LIWIL-ARIN (Abuse), YANGF-ARIN (Tech), LIWIL-ARIN (NOC)
 22424                   ASDNV355A                                          VLU2-ARIN (Admin), VLU2-ARIN (Abuse), VLU2-ARIN (Tech)
 22425                   KIESLING                                           NETWO2797-ARIN (Tech), NETWO2797-ARIN (Abuse), NETWO2797-ARIN (Admin)
 22426                   INTRINIUM                                          HOSTM2014-ARIN (Tech), HOSTM2014-ARIN (NOC), HOSTM2014-ARIN (Abuse), HOSTM2014-ARIN (Admin)
 22427                   UCG-AS                                             IPADM743-ARIN (Tech), IPADM743-ARIN (Abuse), IPADM743-ARIN (NOC), IPADM743-ARIN (Admin)
 22428                   XCITENET                                           MC1604-ARIN (Tech), MC1604-ARIN (Abuse), MC1604-ARIN (Admin)
 22429                   AS-WFC-LHC-AZ-01                                   JGP1-ARIN (Abuse), JGP1-ARIN (Tech), JGP1-ARIN (NOC), CAMER-ARIN (Admin)
 22430                   LSV-ADVISORS-LLC                                   NOC12499-ARIN (Admin), NOC12499-ARIN (Tech), NOC12499-ARIN (Abuse), NOC12499-ARIN (NOC)
 22431                   LACNIC-22431                                       LACNIC-ARIN (Tech), LACNIC-ARIN (Admin), LACNIC-ARIN (Abuse)
 22432                   INSURANCE-DATA-PROCESSING                          NOC1585-ARIN (Abuse), NOC1585-ARIN (Tech), STIDH27-ARIN (Admin), BKR14-ARIN (Tech)
 22433                   HRMC                                               JS3112-ARIN (Admin), JS3112-ARIN (Tech), JS3112-ARIN (Abuse)
 22434                   INTRIEVE                                           MARKA6-ARIN (Admin), MARKA6-ARIN (Tech), MARKA6-ARIN (Abuse)
 22435                   PSFT-INC                                           ORACL1-ARIN (Tech), ORACL-ARIN (Admin), NISAM-ARIN (Abuse)
 22436                   SONICNETINC                                        LCC23-ARIN (Admin), LCC23-ARIN (NOC), LCC23-ARIN (Tech), LCC23-ARIN (Abuse)
 22437                   CORESITE-ANY2-RS-EAST                              CMM8-ARIN (Abuse), JFA116-ARIN (Tech), CMM8-ARIN (NOC), CMM8-ARIN (Tech), JFA116-ARIN (Abuse), JFA116-ARIN (Admin), JFA116-ARIN (NOC)
 22438                   CLEAR-RATE-COMMUNICATIONS                          CRN1-ARIN (Tech), CRN1-ARIN (NOC), CRN1-ARIN (Admin), NETWO3771-ARIN (Abuse), CRN1-ARIN (Abuse)
